M_r   logMbary(logMsun) Re(kpc)
all units have assumed Ho=70 km/s
-17.652 9.429 4.228
-20.668 10.258 4.599
-17.481 9.305 4.123
-18.046 9.272 2.733
-17.790 9.513 4.979
-18.364 9.545 1.666
-20.667 10.215 4.384
-19.005 9.607 1.243
-18.732 9.520 1.719
-19.584 9.672 1.414
-18.644 9.461 2.104
-18.437 9.195 0.628
-21.031 10.504 2.324
-21.683 10.725 3.042
-18.477 9.375 3.496
-17.467 9.531 5.318
-17.334 9.345 3.241
-17.722 9.115 5.495
-20.602 10.425 4.133
-21.367 10.145 5.899
-18.114 9.458 5.406
-18.121 9.435 5.467
-17.765 9.508 3.624
-19.472 9.550 14.702
-17.426 9.085 3.573
-19.022 8.345 24.631
-17.864 9.415 5.530
-19.001 6.225 7.566
-18.214 9.391 3.703
-18.530 9.822 11.446
-17.552 9.590 5.001
-17.509 9.206 4.372
-18.111 8.995 3.896
-18.108 9.788 7.033
-17.441 8.895 3.438
-20.032 10.255 5.263
-19.605 9.675 0.491
-18.038 9.305 4.247
-18.332 9.475 4.622
-17.793 8.891 2.383
-19.487 9.342 0.296
-20.226 10.105 3.267
-17.886 9.307 3.892
-18.621 9.505 4.610
-18.699 9.651 7.513
-17.350 9.631 3.966
-17.472 9.043 2.330
-18.425 9.708 4.912
-17.642 9.453 5.910
-17.406 9.595 4.064
-17.932 9.085 4.752
-17.869 9.806 5.231
-18.980 9.555 10.130
-19.014 9.762 7.230
-18.023 9.025 2.683
-17.437 9.305 1.964
-20.618 10.065 2.328
-17.812 9.497 5.087
-17.888 9.494 2.717
-18.848 9.690 2.756
-17.897 9.220 3.749
-17.366 9.362 3.278
-17.423 8.915 3.895
-17.055 8.825 3.593
-17.582 9.615 6.321
-17.233 9.045 2.100
-19.459 10.002 2.821
-18.660 9.691 3.387
-18.426 9.565 4.793
-18.599 10.016 5.035
-19.107 9.783 7.521
-19.755 9.765 6.746
-17.520 9.141 2.908
-19.282 9.745 3.767
-18.794 9.827 6.333
-18.440 9.555 4.655
-18.072 9.451 2.122
-19.186 9.645 1.360
-19.006 9.926 2.571
-18.703 9.770 6.653
-19.581 10.135 6.178
-19.078 9.694 3.135
-19.164 9.769 2.707
-17.630 9.163 0.946
-18.994 9.783 2.334
-17.396 9.410 1.247
-17.914 9.035 5.248
-17.773 9.428 2.610
-19.213 9.795 4.255
-18.833 9.683 3.967
-19.512 9.835 4.483
-18.682 9.595 2.192
-18.718 9.475 2.526
-18.462 9.495 4.104
-18.849 9.422 2.897
-18.207 9.213 3.401
-18.317 10.011 3.082
-20.071 10.269 7.023
-18.652 9.535 3.310
-17.654 9.225 2.157
-18.582 9.615 7.881
-19.967 10.015 8.655
-17.954 9.699 6.869
-17.435 9.305 3.551
-18.483 9.375 5.198
-18.704 9.585 5.959
-18.516 9.665 2.757
-17.478 9.035 2.906
-17.568 8.725 4.150
-19.588 9.713 1.446
-17.413 8.955 3.732
-17.095 8.975 0.963
-17.403 9.168 1.839
-21.028 10.585 4.409
-20.399 10.335 3.119
-19.277 10.065 3.455
-19.938 10.125 3.084
-20.910 10.592 3.155
-19.730 10.005 2.082
-20.975 9.417 4.761
-18.320 9.485 4.583
-17.813 9.326 3.911
-17.405 9.697 3.383
-17.415 9.342 2.418
-17.892 9.505 3.790
-17.488 9.472 4.160
-19.210 8.935 3.522
-18.726 9.465 5.842
-17.446 9.415 3.577
-17.634 8.815 5.207
-17.435 9.195 3.036
-17.347 8.835 0.620
-17.915 9.245 3.875
-18.366 9.245 3.942
-17.606 10.058 1.589
-18.414 9.626 3.915
-17.462 9.511 2.594
-18.035 9.170 3.421
-19.134 9.694 6.112
-17.539 9.501 2.911
-18.574 9.511 3.807
-18.648 10.086 6.164
-18.045 9.559 2.563
-17.560 9.449 2.914
-18.239 9.325 2.438
-19.985 10.065 1.588
-17.482 9.431 2.543
-19.885 10.055 2.169
-17.424 8.995 2.588
-17.896 9.065 2.598
-18.800 9.475 5.665
-17.750 9.095 2.625
-22.784 9.665 6.925
-21.268 9.235 7.370
-17.611 8.995 3.622
-17.354 8.825 1.957
-20.073 10.135 9.500
-18.247 9.285 2.977
-17.467 9.215 2.296
-19.485 9.615 4.323
-19.322 9.895 2.291
-19.577 9.135 3.087
-20.533 10.395 8.424
-17.609 9.395 1.882
-17.402 9.415 1.339
-20.117 9.915 3.954
-17.423 8.855 2.268
-17.374 9.460 4.633
-17.466 9.435 4.185
-17.370 9.533 2.667
-19.006 9.786 5.545
-17.406 8.985 1.535
-17.375 9.475 5.188
-17.379 8.875 2.964
-17.622 9.065 0.983
-17.713 9.155 4.011
-18.841 9.775 5.416
-17.616 9.015 3.362
-17.361 9.045 2.596
-18.240 9.735 2.554
-19.612 9.995 3.054
-17.434 9.285 1.318
-20.156 10.135 1.677
-18.866 9.625 4.989
-17.997 9.635 4.055
-17.508 8.834 2.943
-17.923 9.235 4.628
-17.380 9.227 3.404
-17.903 9.085 6.984
-17.339 9.241 1.698
-18.375 9.405 3.203
-17.857 9.225 2.980
-17.353 9.188 1.871
-17.566 9.423 3.962
-18.613 9.505 4.831
-19.745 9.865 2.056
-17.586 9.275 2.120
-17.623 9.175 3.442
-17.481 8.835 2.507
-17.408 8.885 3.671
-17.473 9.335 3.433
-17.355 9.465 3.094
-17.347 8.975 2.471
-17.406 9.135 0.934
-17.428 9.065 2.003
-17.422 9.164 2.688
-18.145 9.801 4.242
-17.405 9.025 0.946
-17.355 8.865 3.679
-22.193 11.065 6.923
-17.394 8.905 2.314
-18.242 9.195 5.156
-17.870 8.965 3.917
-17.344 8.985 2.533
-17.373 8.835 2.647
-17.547 9.085 3.065
-17.656 8.954 5.208
-20.326 10.255 7.884
-17.497 9.025 2.315
-17.370 9.309 1.903
-17.352 9.448 2.064
-19.271 9.855 5.387
-18.862 9.565 3.135
-17.358 8.835 2.599
-17.464 8.895 3.452
-17.465 8.785 1.874
-17.527 8.945 4.340
-18.730 9.830 3.997
-17.064 9.025 1.863
-17.340 9.145 3.236
-17.468 9.035 3.515
-18.273 9.495 3.624
-17.643 9.105 4.540
-17.376 9.265 2.922
-17.331 8.965 2.505
-17.664 9.115 1.997
-17.336 9.095 1.866
-17.453 9.329 4.626
-17.348 8.835 3.447
-17.391 9.065 2.974
-17.091 8.605 0.889
-17.560 8.895 2.841
-18.152 9.416 3.668
-17.537 9.485 2.843
-17.674 9.534 3.452
-17.439 8.995 2.877
-17.219 9.128 3.533
-17.692 9.188 1.376
-17.224 8.868 1.410
-17.525 9.545 3.566
-17.360 8.575 2.350
-17.346 8.885 1.469
-17.408 9.401 4.243
-19.819 9.895 2.109
-17.340 8.765 2.005
-18.795 9.475 2.342
-17.341 8.875 2.515
-20.857 10.180 1.839
-18.681 9.665 2.630
-17.387 8.785 1.498
-17.334 8.732 1.740
-17.375 9.183 2.419
-17.338 9.399 2.636
-17.685 9.500 4.669
-17.580 9.383 2.657
-17.551 8.965 3.340
-17.924 9.045 3.107
-17.623 8.805 3.255
-17.434 9.071 3.583
-20.438 10.220 2.638
-17.734 9.256 1.440
-18.216 9.355 3.723
-17.482 9.318 4.940
-17.336 8.945 1.318
-17.615 9.285 2.332
-17.381 9.363 3.422
-17.844 9.334 1.876
-18.934 9.625 1.371
-17.387 9.256 3.221
-17.418 8.795 3.283
-17.556 9.235 1.309
-18.365 9.534 6.020
-17.850 9.066 2.165
-17.424 9.125 2.788
-19.770 10.005 2.170
-17.585 9.115 1.481
-18.176 9.215 3.228
-18.058 9.135 1.629
-17.561 8.945 0.974
-17.702 9.361 3.667
-17.599 9.045 1.451
-17.637 9.075 3.681
-18.163 9.155 4.692
-17.693 9.065 3.071
-17.443 8.915 0.974
-17.727 9.035 2.956
-18.230 9.345 5.308
-17.643 9.215 3.393
-17.463 8.965 0.940
-18.084 9.145 2.832
-17.766 9.055 3.969
-17.634 9.384 3.159
-17.656 9.195 2.985
-17.768 9.155 2.593
-17.519 9.675 1.729
-17.697 8.965 0.910
-17.896 9.535 3.858
-18.030 9.345 4.689
-17.806 9.205 3.621
-17.825 9.075 2.903
-17.720 9.405 3.079
-17.571 8.955 1.851
-17.599 9.395 1.995
-18.067 9.705 3.407
-17.695 8.925 3.566
-17.587 8.665 3.056
-18.006 9.145 0.887
-17.426 8.885 1.542
-17.909 9.015 2.647
-17.848 8.995 2.240
-17.856 9.617 2.687
-18.800 10.005 1.488
-17.648 8.825 3.205
-17.669 9.335 4.040
-18.007 9.075 3.378
-17.766 9.135 3.514
-18.156 9.185 3.150
-17.700 8.905 2.775
-17.513 9.125 2.530
-17.827 9.527 2.144
-17.761 9.015 3.191
-17.696 9.065 1.695
-18.111 9.695 3.939
-17.846 9.045 3.117
-17.725 9.525 2.837
-17.699 9.305 3.519
-17.679 9.055 2.603
-17.422 8.908 1.754
-17.723 8.965 1.581
-17.821 9.345 1.141
-17.873 9.175 3.747
-17.951 9.351 3.041
-17.652 9.215 1.510
-17.363 8.975 1.638
-17.966 9.245 3.411
-17.531 8.955 2.256
-17.829 9.045 3.227
-18.122 9.405 3.961
-17.719 8.945 2.710
-17.664 9.115 1.488
-18.010 9.315 2.657
-17.797 9.261 3.959
-17.577 8.865 2.217
-17.782 9.547 1.438
-17.562 9.105 2.816
-17.507 9.025 2.502
-17.621 8.885 0.958
-17.517 8.825 0.910
-17.831 9.235 1.921
-17.693 8.965 1.068
-17.724 9.035 1.997
-17.781 8.995 1.620
-17.528 9.185 2.684
-17.611 9.105 3.145
-17.958 9.195 1.363
-17.638 9.095 1.907
-17.596 8.985 2.826
-17.461 8.795 1.644
-17.836 9.105 1.434
-17.689 9.045 1.258
-17.629 8.935 2.210
-17.475 8.925 1.904
-17.797 9.190 2.096
-17.754 9.105 2.868
-18.066 9.449 3.775
-17.594 9.365 2.790
-17.383 9.255 1.210
-17.488 9.005 1.716
-17.749 9.095 1.580
-17.822 9.470 2.997
-17.537 8.925 1.544
-17.609 9.005 1.323
-17.618 9.175 4.295
-17.551 9.309 1.696
-17.956 9.035 0.848
-17.649 8.935 1.561
-17.423 9.065 1.453
-17.741 9.085 2.432
-17.561 8.815 2.669
-17.499 8.875 2.520
-17.589 9.065 2.771
-17.837 9.135 2.912
-17.731 9.055 1.545
-17.393 9.323 1.354
-17.692 9.507 4.070
-18.134 9.225 3.611
-17.518 8.915 0.897
-17.834 9.248 2.017
-17.620 9.005 2.694
-17.501 8.945 0.870
-21.137 10.205 2.826
-17.416 9.345 2.023
-17.337 9.045 1.414
-18.235 9.375 3.923
-17.537 9.484 3.429
-17.384 9.432 2.259
-17.472 8.955 2.380
-17.723 9.785 1.524
-18.593 9.838 4.489
-18.110 9.475 5.180
-17.333 8.985 1.159
-17.728 9.025 1.847
-17.695 9.355 3.066
-17.525 9.115 2.271
-17.733 9.165 2.744
-17.832 9.295 4.089
-17.797 9.125 1.481
-17.799 9.045 1.202
-18.388 9.485 4.782
-17.840 9.035 3.311
-17.448 8.925 2.539
-17.468 8.985 2.523
-17.947 9.225 2.768
-18.025 9.125 2.266
-17.859 9.145 0.995
-17.617 9.025 2.617
-17.887 9.015 2.565
-17.950 9.065 2.529
-18.110 9.145 1.332
-17.465 9.115 1.813
-18.058 9.625 2.712
-17.527 8.935 1.546
-17.416 8.875 1.713
-17.530 8.885 1.424
-17.717 9.045 1.355
-17.574 9.045 1.914
-17.705 9.125 2.714
-17.674 9.015 2.839
-19.254 9.535 10.035
-17.585 9.025 2.085
-17.980 9.295 1.290
-18.000 9.345 2.248
-17.733 9.215 0.919
-17.672 8.925 1.602
-17.713 9.095 2.660
-17.519 9.075 2.179
-17.682 9.015 2.990
-17.691 8.995 3.493
-17.752 9.495 4.266
-18.009 9.435 4.069
-17.381 8.975 1.198
-17.568 9.015 3.009
-18.031 9.694 4.887
-17.563 9.085 2.007
-17.769 9.115 1.130
-17.425 8.775 2.068
-17.757 9.105 2.361
-18.155 9.225 3.988
-17.599 9.055 3.167
-17.788 9.095 3.919
-17.810 9.175 1.222
-17.561 9.035 1.707
-17.425 8.895 3.368
-17.675 9.325 3.285
-19.025 9.445 2.770
-17.405 8.905 0.906
-17.420 8.965 1.323
-17.702 8.995 1.031
-17.765 8.995 4.135
-17.367 9.015 2.951
-17.524 8.995 3.315
-17.430 9.155 3.271
-17.947 9.647 4.813
-17.765 8.945 2.011
-17.552 8.955 1.805
-17.959 9.375 2.718
-17.402 9.145 3.160
-17.713 9.395 2.712
-17.772 9.095 1.993
-17.529 9.065 0.866
-17.538 9.075 3.511
-17.880 9.395 3.710
-17.341 8.905 1.019
-17.433 8.905 1.060
-17.741 9.015 3.931
-17.436 9.055 2.986
-18.009 9.445 3.867
-17.493 8.945 2.190
-17.827 9.185 2.088
-18.140 9.488 2.518
-17.571 8.945 2.151
-17.733 9.065 2.169
-17.677 9.025 1.647
-17.421 8.955 1.089
-17.358 8.915 1.839
-17.619 8.925 3.221
-17.971 9.275 1.428
-17.344 8.885 1.785
-17.644 9.205 2.158
-17.429 8.795 1.289
-17.549 8.995 1.095
-18.617 9.305 3.750
-17.494 9.015 2.482
-17.619 9.045 1.617
-17.735 9.295 3.536
-17.968 9.155 4.383
-17.909 9.315 3.706
-17.672 9.145 2.157
-17.664 9.367 2.317
-17.545 9.115 0.851
-17.887 9.535 4.668
-17.644 9.305 2.806
-17.774 9.115 1.969
-17.460 8.825 3.295
-17.544 10.305 2.269
-17.536 8.935 2.496
-17.540 9.590 3.373
-17.575 9.365 3.389
-18.766 9.655 1.366
-17.913 9.463 1.904
-17.609 9.662 1.969
-17.473 8.965 2.570
-17.443 8.875 1.124
-17.748 9.055 2.775
-17.454 9.075 1.705
-17.729 9.025 4.270
-17.576 9.025 1.001
-17.961 9.135 4.280
-17.845 9.095 2.321
-19.153 9.575 4.332
-17.541 8.905 1.195
-17.478 9.206 1.791
-17.332 8.885 1.701
-17.898 9.105 4.193
-17.431 8.965 3.082
-17.537 8.845 0.843
-17.532 9.015 0.927
-17.377 8.915 1.458
-17.537 9.055 2.549
-17.689 9.625 3.568
-19.503 9.695 1.665
-18.246 8.935 3.681
-17.499 9.145 1.962
-17.706 8.965 1.198
-17.556 8.995 1.656
-17.783 9.135 1.783
-18.197 9.721 4.133
-18.867 9.695 3.330
-17.428 9.588 2.082
-17.926 8.995 5.315
-17.521 8.885 1.885
-17.785 8.935 2.481
-20.294 10.305 3.528
-17.635 8.965 1.756
-17.632 9.474 3.143
-17.972 9.105 0.890
-17.799 9.334 3.204
-17.663 9.521 0.973
-18.483 9.325 5.024
-18.008 8.985 4.779
-17.755 9.255 0.760
-17.904 9.275 1.609
-17.735 9.409 4.050
-17.637 9.025 2.303
-17.675 9.085 0.977
-18.261 9.832 4.566
-17.969 9.115 2.275
-17.481 8.875 2.059
-17.848 9.305 2.095
-17.653 9.045 1.550
-17.972 9.545 3.319
-17.432 8.865 1.118
-17.528 9.184 2.715
-17.681 9.145 1.394
-17.382 9.085 1.218
-17.477 8.975 1.109
-17.483 8.825 0.963
-17.678 9.135 1.689
-17.462 9.335 1.067
-17.455 8.845 1.316
-17.665 9.265 2.518
-17.424 8.975 1.839
-17.990 9.085 1.251
-18.893 9.555 3.040
-17.803 8.955 1.361
-17.535 8.995 2.918
-18.358 9.245 3.351
-18.955 9.618 1.580
-18.017 9.650 3.876
-18.927 9.647 5.162
-17.513 8.895 1.765
-17.645 8.975 0.927
-17.869 9.095 1.438
-17.653 8.985 1.218
-17.891 9.185 2.065
-17.750 9.035 2.017
-17.961 9.324 2.757
-17.564 9.015 2.377
-21.036 10.275 7.120
-17.705 9.145 0.957
-19.495 9.725 5.232
-17.794 9.425 4.249
-17.707 9.265 2.444
-17.496 9.155 3.113
-17.931 9.495 3.302
-17.413 9.185 1.492
-17.899 9.195 1.255
-17.647 9.005 2.574
-17.544 8.925 2.860
-17.827 9.095 1.474
-17.669 9.155 1.912
-17.814 9.395 0.933
-17.872 9.345 4.702
-17.857 9.185 1.950
-17.507 8.955 0.849
-17.439 8.895 1.210
-17.628 9.175 1.570
-17.803 9.085 2.069
-17.622 8.865 1.367
-17.751 9.025 3.253
-17.557 8.985 3.453
-17.877 9.075 2.722
-17.701 9.005 1.375
-17.645 9.245 2.909
-17.698 9.265 1.709
-18.005 9.145 2.818
-17.662 9.481 1.540
-17.620 9.605 0.843
-18.358 9.575 2.457
-17.767 9.255 4.736
-17.610 9.045 2.799
-17.767 8.945 3.062
-17.578 9.165 2.073
-18.006 9.489 4.041
-18.099 9.395 1.288
-18.171 9.242 2.787
-17.709 9.295 2.045
-17.455 8.845 2.408
-18.985 9.585 4.316
-18.163 9.315 2.075
-18.082 9.305 1.609
-17.620 8.935 1.221
-18.094 9.155 0.834
-17.787 9.065 0.972
-17.785 9.205 1.229
-17.779 9.205 1.647
-18.189 9.415 2.293
-17.459 9.315 1.534
-17.834 9.285 4.530
-19.986 10.165 4.461
-17.946 9.205 1.473
-17.491 8.895 1.591
-17.488 8.935 1.263
-22.201 11.045 10.323
-17.676 9.085 1.137
-17.971 9.145 1.954
-17.704 9.045 1.037
-17.671 9.035 1.434
-18.189 9.125 5.292
-17.714 9.025 3.814
-17.811 9.315 1.297
-17.662 8.845 2.268
-17.422 8.885 0.775
-17.758 9.215 0.845
-17.371 8.955 2.213
-18.153 9.225 3.945
-17.758 9.115 1.641
-17.805 9.125 2.374
-17.433 8.805 1.086
-17.569 9.125 3.494
-17.680 9.245 0.662
-17.712 8.925 2.199
-17.686 9.085 1.952
-18.034 9.195 1.420
-17.797 9.335 2.027
-17.778 8.995 2.019
-17.871 9.155 2.734
-17.958 9.135 2.433
-17.959 9.475 4.483
-17.754 9.005 1.378
-17.455 8.965 1.261
-17.567 9.055 1.301
-17.884 9.285 3.419
-18.182 9.405 2.831
-17.969 9.265 1.932
-18.160 9.285 1.291
-17.878 9.265 3.156
-17.563 9.055 1.756
-17.713 8.955 2.846
-18.213 9.295 3.687
-18.367 9.475 4.039
-18.042 9.165 2.936
-17.623 9.015 3.832
-17.543 9.005 0.925
-17.658 8.995 2.501
-18.348 9.275 3.641
-18.055 9.345 1.984
-17.808 8.965 1.487
-18.235 9.235 3.770
-17.682 8.925 2.865
-18.187 9.275 2.244
-17.574 9.629 4.367
-17.685 9.145 2.017
-17.570 9.115 1.697
-18.362 9.545 3.219
-17.863 8.925 1.585
-17.452 9.115 2.654
-18.152 9.085 4.658
-17.831 9.005 2.051
-17.833 9.135 1.842
-17.736 9.095 1.824
-18.432 9.545 2.371
-17.882 9.115 3.535
-17.714 9.095 2.759
-17.593 9.095 1.005
-18.122 9.235 2.816
-18.167 9.425 3.128
-17.817 9.195 1.599
-17.461 8.955 1.429
-18.045 9.175 2.762
-17.951 9.145 3.696
-17.937 9.285 2.395
-17.926 9.305 0.877
-17.933 9.385 1.253
-17.606 9.015 2.452
-17.999 9.325 1.893
-17.868 9.085 2.509
-17.408 9.005 2.296
-17.519 8.885 2.630
-17.815 9.125 1.370
-17.889 9.325 1.833
-17.617 9.195 2.550
-17.589 9.235 1.514
-18.297 9.185 3.982
-17.814 9.125 1.179
-18.108 9.235 3.711
-17.658 8.925 2.237
-17.975 9.185 2.062
-17.700 9.005 1.446
-18.286 9.545 3.107
-17.993 9.105 3.621
-17.395 9.025 2.317
-17.746 9.005 2.000
-18.181 9.205 4.175
-17.508 9.005 1.207
-17.625 9.165 1.688
-17.551 9.025 1.587
-18.250 9.435 3.252
-17.497 8.945 1.047
-18.281 9.565 3.553
-17.618 9.005 1.483
-17.600 9.005 1.216
-17.821 9.185 2.143
-17.976 9.105 2.172
-17.578 8.885 2.005
-17.631 8.805 3.462
-17.725 9.095 1.410
-18.075 9.305 3.486
-17.869 9.055 1.347
-17.718 9.065 1.246
-17.572 9.075 2.865
-17.649 9.005 1.328
-17.441 8.935 0.890
-18.131 9.325 2.715
-17.724 9.315 4.449
-17.853 9.235 1.452
-18.055 9.365 2.513
-17.751 9.175 0.951
-18.867 9.475 9.462
-17.629 8.985 1.685
-19.089 9.785 4.991
-17.609 9.450 1.438
-17.540 9.025 2.224
-17.899 9.145 2.544
-17.799 9.165 1.735
-17.865 9.225 3.611
-17.661 8.955 1.696
-17.889 9.145 2.357
-17.666 8.875 1.361
-18.205 9.385 3.062
-17.802 9.205 0.906
-18.175 9.155 4.320
-17.495 8.995 3.084
-18.804 9.717 6.615
-17.913 9.185 2.254
-17.935 9.085 3.856
-20.357 10.335 4.811
-18.142 9.575 2.085
-17.556 8.905 1.343
-17.569 9.540 2.809
-18.048 9.385 4.213
-19.605 9.565 11.272
-18.093 9.235 1.518
-18.291 9.485 6.664
-17.600 8.265 3.559
-17.994 9.235 2.637
-17.945 9.265 1.841
-17.586 9.065 0.890
-17.500 9.286 2.983
-17.679 8.829 1.514
-17.821 9.145 2.331
-17.726 8.925 0.871
-18.053 9.395 3.452
-19.380 8.945 5.821
-17.553 9.265 2.758
-17.530 9.185 0.906
-17.836 9.345 2.817
-17.471 9.175 1.178
-17.632 9.065 1.176
-17.712 8.975 0.860
-18.258 9.491 3.998
-17.720 9.015 2.235
-17.858 9.065 0.841
-17.573 8.955 1.107
-18.307 9.588 2.734
-17.409 8.895 2.664
-17.838 9.135 2.649
-18.188 9.265 2.632
-17.584 9.045 2.672
-18.046 9.075 2.542
-17.879 9.552 4.513
-17.597 8.955 2.616
-17.761 9.105 2.755
-18.169 9.195 2.951
-18.241 9.385 8.391
-17.843 9.225 2.456
-17.982 9.265 4.462
-17.531 9.215 2.184
-18.051 9.446 3.369
-17.772 9.045 2.551
-17.780 9.185 1.863
-17.855 9.385 3.003
-17.625 9.035 2.220
-18.091 9.365 2.352
-17.517 8.895 2.338
-17.411 8.925 2.177
-17.637 8.965 1.295
-18.333 9.355 3.726
-17.801 9.145 2.113
-17.433 9.025 1.167
-18.081 9.425 1.875
-17.707 9.135 1.591
-17.696 9.005 1.471
-18.140 9.415 4.469
-17.523 8.965 2.937
-18.028 9.075 3.151
-17.794 9.145 1.631
-18.162 9.585 3.117
-17.625 9.105 0.845
-17.563 9.105 2.525
-17.905 9.353 1.245
-17.871 9.125 3.221
-17.569 9.045 1.549
-17.676 9.025 1.788
-17.520 9.045 1.534
-17.862 9.175 1.562
-18.357 9.115 4.508
-17.469 9.085 1.812
-17.862 9.195 2.170
-17.420 8.945 2.324
-17.511 8.935 2.551
-17.795 9.105 1.864
-17.611 9.035 2.345
-18.057 9.325 3.199
-17.907 9.265 2.203
-17.738 9.365 1.891
-18.164 9.675 3.621
-17.993 9.569 2.025
-17.673 9.175 2.654
-17.482 8.885 2.357
-17.884 9.055 1.953
-17.952 9.165 3.469
-18.209 9.175 4.366
-17.991 9.165 2.991
-17.753 9.692 1.904
-18.090 9.473 1.282
-17.604 9.065 1.764
-17.878 8.975 1.381
-17.807 9.295 1.119
-18.095 9.075 3.641
-17.755 9.115 1.506
-17.992 9.494 2.062
-18.162 9.411 3.633
-17.855 9.095 1.784
-17.668 9.055 1.783
-17.951 9.365 5.597
-17.878 9.265 2.993
-17.499 9.362 2.625
-17.842 9.095 1.569
-17.688 9.215 4.300
-17.715 9.145 1.937
-17.610 9.295 2.381
-17.879 9.165 2.510
-17.894 9.345 3.040
-17.737 8.985 1.036
-18.128 9.125 4.772
-17.728 9.715 1.890
-17.729 9.125 5.161
-17.920 9.175 3.747
-17.801 9.085 3.389
-17.692 9.085 3.099
-18.333 9.205 4.183
-17.436 9.265 1.896
-17.865 9.265 1.736
-17.692 8.955 2.628
-17.697 9.145 2.611
-17.668 9.095 3.115
-17.775 9.235 2.395
-17.716 9.395 3.196
-17.776 9.175 3.575
-17.763 9.205 3.753
-17.686 9.135 1.418
-17.651 9.015 1.640
-18.431 9.539 4.830
-17.632 9.015 0.899
-17.410 8.905 2.321
-17.402 8.865 1.433
-17.789 8.855 2.714
-17.942 9.055 3.189
-17.558 8.905 2.145
-18.020 9.305 2.106
-17.594 8.925 1.618
-17.836 9.165 1.533
-17.539 9.045 1.160
-18.666 9.395 4.267
-17.679 9.325 2.533
-17.884 9.434 3.635
-18.735 9.455 3.930
-17.780 9.125 2.765
-17.922 9.447 0.983
-18.031 9.085 2.213
-17.937 9.225 3.258
-17.906 9.235 4.740
-18.536 9.635 4.841
-17.900 9.125 0.907
-17.680 9.522 3.439
-17.740 9.155 2.586
-17.633 9.085 2.634
-18.233 9.435 3.048
-17.955 9.055 4.587
-17.636 9.215 3.065
-18.040 9.165 2.790
-17.648 9.485 2.856
-17.402 8.885 1.661
-17.825 9.055 1.828
-17.641 8.985 3.178
-18.231 9.405 4.258
-17.655 9.463 2.774
-17.517 9.035 1.891
-17.635 8.865 2.588
-17.968 9.185 3.405
-17.691 8.975 0.777
-17.870 9.155 1.424
-18.117 9.155 1.728
-18.355 9.687 5.137
-17.764 9.455 1.073
-17.509 8.885 1.821
-17.677 8.985 4.115
-17.588 8.955 1.529
-18.767 10.105 6.275
-18.134 9.505 5.200
-17.748 9.425 2.190
-17.724 9.025 1.180
-19.615 9.245 7.765
-17.468 8.855 2.913
-18.092 9.385 3.601
-17.696 9.135 0.581
-17.903 9.035 1.165
-17.666 8.935 1.722
-17.820 9.115 1.879
-17.939 9.235 4.710
-17.559 9.175 2.669
-18.006 9.574 1.177
-17.659 9.035 1.068
-17.573 9.125 2.268
-17.501 8.965 2.112
-17.555 8.955 2.739
-17.659 9.015 0.987
-17.717 9.085 2.090
-17.844 9.761 3.465
-18.113 9.225 5.696
-17.774 8.955 1.514
-17.693 9.261 2.574
-17.588 9.025 0.968
-17.739 9.125 1.834
-17.689 8.885 2.239
-17.584 8.935 0.950
-17.835 9.055 3.318
-17.598 9.640 2.734
-17.786 9.035 1.116
-17.649 9.055 1.988
-17.869 9.065 2.096
-17.873 9.145 3.990
-17.922 9.185 2.595
-17.395 9.065 0.856
-17.743 8.955 1.011
-17.849 9.095 1.752
-17.806 9.365 2.697
-17.429 8.835 1.150
-17.708 9.215 1.113
-18.027 9.195 2.700
-17.780 9.045 3.501
-17.831 9.035 1.096
-17.805 9.539 2.319
-17.787 9.205 3.707
-17.956 9.610 3.327
-17.721 8.995 2.595
-17.723 9.366 1.199
-18.029 9.295 3.491
-17.546 9.075 3.530
-17.675 9.005 1.553
-18.787 9.495 2.540
-17.884 9.560 3.475
-18.572 9.515 5.618
-17.915 9.706 4.160
-17.907 9.205 1.136
-17.434 9.335 4.547
-17.481 8.975 1.089
-20.234 9.695 0.548
-18.538 9.525 4.960
-18.259 9.145 7.900
-17.390 8.985 1.202
-17.649 9.535 3.070
-17.337 8.975 2.603
-17.361 9.085 2.678
-17.742 9.075 1.707
-17.418 9.465 5.390
-18.345 9.733 2.620
-17.616 9.085 1.422
-17.872 9.365 2.186
-17.474 8.885 3.023
-17.358 8.885 0.933
-17.801 9.075 2.630
-20.666 10.395 4.683
-18.527 9.642 4.534
-17.635 8.835 5.193
-17.648 9.372 4.166
-17.637 9.105 1.013
-18.806 9.605 2.901
-17.351 9.257 3.323
-17.393 8.888 2.307
-18.105 9.665 2.995
-18.092 9.472 6.298
-18.985 9.695 1.626
-17.629 9.165 2.578
-17.686 9.005 2.386
-17.726 9.145 1.563
-17.700 9.175 2.441
-17.925 9.025 3.450
-17.967 9.175 4.953
-17.402 8.375 2.492
-18.017 9.265 4.812
-18.003 9.395 2.849
-17.343 8.885 1.228
-17.594 9.005 1.763
-17.547 9.115 2.372
-17.608 9.075 2.129
-20.817 10.345 3.958
-20.334 10.265 6.107
-20.069 10.185 1.655
-19.971 10.035 5.362
-18.233 9.395 1.272
-19.369 10.135 6.647
-19.449 9.745 5.833
-18.972 9.814 3.082
-18.025 9.459 2.132
-18.787 9.585 3.920
-19.669 10.055 2.311
-18.776 9.655 5.431
-17.797 9.400 3.939
-18.488 9.625 4.538
-21.112 10.355 5.183
-18.319 9.516 1.722
-18.691 9.555 2.001
